year,month,day,hour,doy,wind_u
2019,7,2,0,183,2.3142700914018786
2019,7,2,1,183,2.3596364349106236
2019,7,2,2,183,2.3445876978638793
2019,7,2,3,183,2.3212120820040476
2019,7,2,4,183,2.3006894121610886
2019,7,2,5,183,2.2684512747751855
2019,7,2,6,183,2.2327539689572173
2019,7,2,7,183,2.2376651716952765
2019,7,2,8,183,2.247078596410484
2019,7,2,9,183,2.2562829526023904
2019,7,2,10,183,2.2493695753930094
2019,7,2,11,183,2.2344413961078766
2019,7,2,12,183,2.2544761122258317
2019,7,2,13,183,2.3370642831202666
2019,7,2,14,183,2.356165058097635
2019,7,2,15,183,2.3527600643559143
2019,7,2,16,183,2.3277904917618626
2019,7,2,17,183,2.282991074942215
2019,7,2,18,183,2.229867831404711
2019,7,2,19,183,2.197825028113571
2019,7,2,20,183,2.1895538500384433
2019,7,2,21,183,2.204217641574219
2019,7,2,22,183,2.2421727348390785
2019,7,2,23,183,2.258786815227255
2019,7,3,0,184,2.25420333121459
2019,7,3,1,184,2.254458562678255
2019,7,3,2,184,2.26886559670275
2019,7,3,3,184,2.2850817601752267
2019,7,3,4,184,2.290245523793624
2019,7,3,5,184,2.279160313915815
2019,7,3,6,184,2.2487591563468743
2019,7,3,7,184,2.2185586740393504
2019,7,3,8,184,2.2036629232660436
2019,7,3,9,184,2.1776766214482737
2019,7,3,10,184,2.1567850295943067
2019,7,3,11,184,2.1407497027642473
